accX,accY,accZ,gyroX,gyroY,gyroZ,label
-0.0958,-0.1293,21.2318,-3.2806,13.0484,-3.5553,fault
-0.091,0.4022,21.227,-2.5482,14.0061,-3.7384,fault
-0.0096,0.3496,-0.0958,-2.9755,10.8936,-3.479,fault
-0.0958,-0.0048,-0.1437,-2.9602,10.8936,-3.7231,fault
-0.1197,0.34,21.2414,-2.3804,9.3374,-3.5706,fault
2.7629,0.407,21.227,-2.8534,9.3374,-3.6469,fault
-0.1053,0.4214,21.1695,-3.0823,12.809,-3.7537,fault
2.873,0.3112,21.2414,-3.418,-11.971,-3.4637,fault
-0.0862,0.3879,21.2701,-2.5787,11.133,-0.0153,fault
2.7916,0.3735,-0.1006,-2.7771,10.0556,-3.4943,fault
-0.1293,0.431,-0.1484,-2.5024,7.0629,-3.5858,fault
-0.0144,0.3304,21.2892,-2.6093,8.8585,-3.6163,fault
-0.1149,-0.0814,21.2892,-2.7466,8.4994,-3.7384,fault
-0.0096,0.3256,21.2222,-3.2806,13.7667,-3.6163,fault
-0.0192,-0.0192,21.2414,-3.1433,12.6893,-3.6621,fault
2.7773,0.3879,21.2605,-2.8381,11.971,-3.4485,fault
-0.0048,0.3591,21.2653,-2.7008,14.4849,-3.7537,fault
2.8683,0.3496,21.2797,-3.1128,14.0061,-3.7689,fault
-0.0766,0.4549,21.2366,-3.0212,13.7667,-3.7842,fault
2.7581,-0.1389,-0.0622,-2.8687,12.0907,-3.6011,fault
-0.1006,0.3543,21.2701,-2.6245,12.4498,-3.6011,fault
-0.0287,0.3831,21.1504,-2.7618,12.3301,-3.6774,fault
-0.1245,0.3831,-0.1149,-2.8992,12.2104,-3.6163,fault
2.7916,0.3591,21.1839,-3.5095,-15.0835,-3.5706,fault
2.8826,-0.1389,-0.0096,-3.1738,10.2951,-3.6774,fault
-0.0958,0.4549,-0.1341,-2.8534,9.5768,-3.6774,fault
-0.0527,0.3639,21.1504,-2.5024,9.6965,-3.7079,fault
-0.0048,0.3448,21.2605,-2.9602,11.0133,-3.2959,fault
-0.0479,0.3256,21.2749,-2.8839,13.2878,-3.6163,fault
-0.0287,0.4214,-0.1341,-2.655,10.2951,-3.7689,fault
-0.0718,-0.0766,21.2461,-2.3193,9.098,-3.6621,fault
-0.0575,-0.0239,21.227,-2.6398,9.6965,-3.4027,fault
-0.1245,0.4166,21.1695,-2.8534,11.4922,-3.479,fault
2.8635,-0.0383,21.2749,-3.3722,13.4075,-3.6011,fault
-0.0096,0.3974,-0.1197,-2.9602,8.8585,-3.5706,fault
-0.1053,0.3783,21.2749,-3.3875,14.4849,-3.7842,fault
2.5857,0.3591,21.2222,-3.3417,-12.6893,-3.8605,fault
2.8299,-0.0958,21.2318,-2.7008,13.5272,-3.83,fault
2.7677,-0.0622,-0.0622,-2.5024,10.0556,-3.83,fault
-0.0144,-0.1293,-0.0575,-2.655,11.0133,-3.7689,fault
-0.0958,0.34,-0.0622,-2.121,9.9359,-3.6316,fault
-0.0096,0.3304,21.227,-2.8076,13.5272,-3.479,fault
2.8299,-0.1293,21.2557,-2.9297,12.2104,-3.7537,fault
-0.0144,0.3448,21.2749,-2.9755,-14.4849,-0.1831,fault
2.7725,0.4357,21.1647,-2.6398,8.3797,-3.5553,fault
2.7773,0.3735,-0.1389,-2.9144,14.1258,-3.7231,fault
-0.0192,-0.1437,-0.0048,-3.2806,12.9287,-3.5553,fault
-0.0048,0.4214,-0.0958,-2.9144,12.3301,-3.6316,fault
2.5283,-0.1532,21.2509,-2.7618,14.8441,-3.479,fault
-0.0192,0.4357,21.2701,-2.7313,11.4922,-3.3722,fault
-0.0575,-0.1484,21.1695,-3.4332,-14.3652,-3.6621,fault
-0.0527,0.3304,-0.0383,-2.9907,12.809,-3.4485,fault
2.7773,-0.1389,21.1504,-2.5482,9.5768,-3.3569,fault
-0.0431,0.34,21.1935,-3.3569,14.1258,-3.8452,fault
-0.0239,0.3879,21.2126,-2.6703,11.7316,-3.4027,fault
2.7677,0.407,21.2509,-2.6855,11.971,-3.6774,fault
-0.0958,0.4166,21.2797,-2.4109,11.971,-3.54,fault
2.8252,0.407,21.2605,-2.8229,9.5768,-3.6163,fault
-0.0766,0.4166,21.1791,-2.3651,10.6542,-3.6163,fault
-0.0048,0.316,-0.0479,-2.8534,9.5768,-3.3417,fault
-0.0287,0.3543,21.4904,-3.0823,-14.4849,-3.891,fault
2.7629,0.4118,21.2605,-3.2501,12.809,-3.6469,fault
-0.0814,-0.1341,21.1743,-3.1586,10.8936,-3.7079,fault
2.5905,0.4214,-0.1006,-3.006,9.9359,-3.6316,fault
-0.1245,0.3065,21.2126,-2.8839,9.4571,-3.4332,fault
-0.0479,-0.1389,21.227,-3.0518,8.0206,-0.0305,fault
-0.0575,0.4166,21.2557,-2.3956,9.8162,-3.418,fault
2.7581,0.3639,21.2366,-2.8076,5.8658,-3.6469,fault
2.5953,0.407,21.2749,-2.594,11.6119,-3.5248,fault
2.7916,0.4405,20.9541,-3.2806,11.4922,-3.6316,fault
-0.1101,0.3783,-0.0814,-2.7313,11.0133,-3.6316,fault
2.7964,0.4262,21.2126,-2.3499,11.8513,-3.4332,fault
-0.0575,0.34,21.2126,-2.4414,9.6965,-3.6774,fault
2.5474,0.3879,21.1791,-3.2043,12.809,-3.7384,fault
-0.0575,-0.0766,-0.1101,-3.006,10.2951,-3.4943,fault
2.7629,0.3208,21.2366,-2.9755,-13.8864,-3.7994,fault
-0.1532,0.4453,21.2174,-3.2043,11.2527,-3.5248,fault
-0.1532,0.4118,21.2031,-2.7924,11.4922,-3.6316,fault
2.8491,0.3639,-0.1197,-2.8534,8.6191,-3.8147,fault
2.8587,0.3543,-0.0096,-2.4567,10.2951,-3.8452,fault
-0.0287,-0.1389,21.1935,-2.594,8.3797,-3.5553,fault
2.5905,0.4166,21.2318,-2.8381,14.6046,-3.479,fault
-0.067,0.3687,21.2126,-3.0975,12.4498,-3.83,fault
-0.0479,0.3879,21.2797,-3.4943,13.1681,-3.479,fault
-0.1437,-0.0144,-0.0048,-3.0518,14.4849,-3.8452,fault
-0.1197,-0.1389,21.2845,-2.7771,7.422,-3.6163,fault
-0.1197,0.3065,-0.1101,-2.3346,8.0206,-3.5095,fault
2.7581,-0.0144,-0.0383,-3.0518,13.5272,-3.8605,fault
-0.0862,0.316,21.2749,-3.1586,-14.3652,-3.7537,fault
-0.1484,0.4022,21.2749,-2.9297,14.6046,-3.6621,fault
2.4948,-0.0718,21.2461,-3.0212,10.4148,-3.7537,fault
-0.0431,-0.1293,-0.0527,-2.4719,5.9855,-3.7384,fault
-0.0383,0.4357,20.9636,-2.8534,10.2951,-3.5095,fault
2.7821,0.3304,21.2126,-2.8534,12.2104,-3.7994,fault
2.7773,0.3591,21.16,-3.2959,10.8936,-0.2747,fault
2.7677,-0.0958,-0.1437,-3.3112,-14.4849,-3.6163,fault
-0.0718,0.4214,21.2797,-2.8687,13.1681,-3.7537,fault
-0.0575,-0.1437,21.2892,-3.1891,8.4994,-3.4943,fault
-0.1532,-0.0144,-0.0527,-3.2654,-13.7667,-3.8605,fault
-0.0096,0.3496,-0.0096,-2.8839,12.9287,-3.5553,fault
-0.1006,0.3591,21.2797,-2.9602,8.8585,-3.7689,fault
-0.1245,-0.0958,-0.0575,-2.6855,9.8162,-3.4027,fault
-0.0383,-0.0814,21.2653,-2.3346,10.0556,-3.54,fault
2.7869,0.3591,21.2174,-3.1281,14.9638,-3.6316,fault
2.7821,0.3783,21.1504,-2.8687,9.4571,-3.5248,fault
2.7677,0.3543,21.2605,-3.3264,11.3725,-3.6621,fault
2.806,0.4501,21.2701,-2.5177,11.6119,-3.7689,fault
-0.1101,0.4453,21.2509,-2.7161,4.6687,-3.5858,fault
-0.0862,0.3831,21.2557,-2.3346,12.0907,-3.5706,fault
-0.1437,0.4549,21.2797,-2.8839,-14.8441,-3.6011,fault
2.5953,0.4166,-0.0239,-2.9297,11.971,-3.7384,fault
-0.0239,-0.1149,21.1935,-2.8839,15.0835,-3.6774,fault
2.7725,0.4501,-0.1053,-2.9144,12.2104,-3.5706,fault
-0.0192,0.4118,-0.1053,-2.533,8.8585,-3.54,fault
-0.0048,-0.1389,-0.0287,-2.8534,10.7739,-3.5095,fault
-0.0048,0.4262,-0.1197,-3.2043,12.4498,-3.5858,fault
-0.0527,0.407,21.1552,-3.2806,12.809,-0.0153,fault
-0.1341,-0.0048,21.2031,-2.9907,10.1754,-3.6469,fault
-0.0192,0.3974,21.2653,-2.7466,10.7739,-3.6621,fault
2.7916,0.3735,-0.1532,-2.7618,6.2249,-3.5553,fault
-0.1197,0.4214,-0.1484,-2.4719,6.4643,-3.7689,fault
-0.0575,-0.1484,21.2126,-2.8687,12.2104,-0.0305,fault
-0.0239,0.4549,21.227,-3.0975,12.809,-3.7537,fault
2.7773,0.4214,21.2126,-2.8534,14.2455,-3.5553,fault
-0.0096,0.3591,21.2366,-3.067,14.6046,-3.7079,fault
-0.0814,-0.1341,-0.0479,-2.6855,10.5345,-3.5553,fault
-0.0096,0.3974,-0.1101,-2.655,9.3374,-3.6011,fault
-0.0622,0.4405,21.2701,-2.8381,14.6046,-3.5858,fault
-0.0958,0.3926,21.2222,-3.3264,13.8864,-3.6621,fault
-0.0096,0.4166,21.1791,-3.2196,14.6046,-3.7231,fault
-0.0862,0.407,21.2509,-2.9449,11.3725,-3.6011,fault
-0.1389,0.3543,-0.1437,-2.5482,5.5067,-3.83,fault
-0.091,0.3926,21.2461,-2.655,13.8864,-3.4485,fault
2.7677,0.4453,21.1983,-3.2043,14.7243,-3.7994,fault
-0.0718,0.4022,-0.1245,-3.3875,-14.8441,-3.7689,fault
-0.067,-0.0144,-0.0431,-3.2959,-15.2032,-3.83,fault
-0.0383,0.3687,21.2509,-2.7313,14.1258,-3.6469,fault
-0.1341,0.3687,-0.0862,-2.8992,8.7388,-3.8147,fault
-0.1197,0.407,-0.0814,-2.3651,8.6191,-3.6774,fault
-0.0192,0.34,-0.1006,-2.9144,10.8936,-3.7384,fault
-0.0431,0.3783,-0.1437,-3.4637,14.8441,-3.7537,fault
-0.0814,0.316,21.1743,-2.8687,12.2104,-3.6316,fault
2.5618,-0.1293,-0.0335,-2.6398,9.5768,-3.6011,fault
-0.091,-0.1245,-0.0958,-2.3651,11.7316,-3.2806,fault
2.8683,0.3735,-0.1341,-2.6093,10.5345,-3.4485,fault
-0.0383,0.4214,21.2174,-3.1586,11.4922,-3.6011,fault
-0.0575,0.4022,21.2892,-2.5787,8.7388,-3.7079,fault
-0.0718,0.3065,-0.0622,-3.1128,12.6893,-3.2959,fault
-0.0575,0.3543,21.2461,-3.2043,14.0061,-3.83,fault
-0.0287,0.3783,21.2126,-2.8992,8.8585,-3.6926,fault
2.806,-0.0096,21.2222,-2.6703,8.6191,-0.0916,fault
2.7581,-0.1197,-0.1341,-2.6245,11.8513,-3.7842,fault
-0.1053,0.3352,-0.0622,-2.7161,9.098,-3.6163,fault
2.7773,0.407,-0.0096,-2.8076,11.971,-3.8757,fault
-0.0048,0.3879,21.2174,-3.1586,13.2878,-3.8757,fault
2.557,0.4357,-0.0622,-3.0823,14.1258,-3.6163,fault
-0.0383,-0.1245,-0.0048,-2.655,9.4571,-3.5553,fault
-0.0192,0.4166,-0.0479,-2.5482,11.7316,-3.4332,fault
-0.1053,0.4022,-0.0287,-2.5482,8.9783,-3.6316,fault
-0.0958,0.3639,21.1791,-2.6703,8.0206,-3.6774,fault
-0.1149,-0.0431,21.1887,-2.7313,10.5345,-3.8452,fault
2.7821,0.3926,-0.0383,-3.2654,14.1258,-3.7689,fault
2.7629,0.4214,21.1791,-2.7771,11.3725,-3.5095,fault
-0.1101,0.34,-0.1341,-3.1738,7.6614,-3.5553,fault
2.8156,0.3687,21.2318,-2.7161,6.9432,-3.6011,fault
-0.0431,0.316,-0.1149,-2.6398,8.7388,-3.5248,fault
2.8347,0.3926,-0.1053,-2.533,7.7812,-3.2501,fault
-0.1101,-0.1532,-0.1389,-3.1891,10.7739,-3.5706,fault
2.7821,0.4357,-0.1532,-3.1433,-13.2878,-3.6011,fault
-0.0527,0.407,21.2126,-3.2959,11.3725,-3.6469,fault
-0.0527,0.4549,-0.1341,-2.7313,7.422,-3.2806,fault
-0.0048,-0.0766,21.2701,-2.4872,13.1681,-3.4485,fault
2.7629,-0.0096,-0.1532,-2.6855,11.7316,-0.0305,fault
-0.0096,-0.1484,21.2845,-3.3417,-14.2455,-3.5858,fault
-0.0383,0.3783,21.2078,-2.8992,9.9359,-3.6316,fault
-0.0575,0.3352,-0.1101,-2.5024,8.7388,-3.5858,fault
2.5809,0.3974,21.2461,-2.9144,13.6469,-3.7994,fault
2.557,0.3735,21.2845,-2.7161,11.6119,-3.6163,fault
-0.0096,-0.1101,21.2461,-2.6245,8.9783,-3.54,fault
-0.0958,-0.0479,-0.1006,-2.6855,10.5345,-3.7231,fault
-0.0622,0.3496,-0.1484,-3.1738,11.2527,-3.8605,fault
-0.0048,0.3687,-0.1532,-3.0975,14.2455,-3.6316,fault
-0.0575,0.4214,21.2461,-2.5482,8.9783,-3.5706,fault
-0.0862,0.34,21.2749,-2.7466,10.7739,-3.7079,fault
-0.1293,-0.1149,-0.0192,-3.1738,12.809,-3.5706,fault
-0.0575,0.3831,21.2174,-2.8229,10.5345,-3.5553,fault
-0.1149,0.3208,21.1552,-2.7466,10.5345,-3.6469,fault
-0.0958,0.3735,-0.0862,-2.6398,10.8936,-3.4332,fault
-0.0958,0.4405,-0.0144,-2.9449,10.8936,-3.6316,fault
-0.1101,0.4022,-0.1389,-3.2806,13.0484,-3.6926,fault
-0.0527,0.4549,-0.0096,-2.8687,11.8513,-3.7231,fault
2.7581,0.3065,21.2701,-2.5482,9.6965,-3.7231,fault
-0.0192,0.4166,21.2892,-2.8839,7.422,-3.7537,fault
2.7581,-0.1053,21.2222,-2.9602,8.9783,-3.5095,fault
-0.1437,0.3112,21.2318,-2.9602,-13.6469,-3.8757,fault
-0.0335,0.3783,-0.1532,-3.1433,15.0835,-3.7842,fault
-0.1484,0.4022,-0.1532,-3.1738,12.9287,-3.6163,fault
-0.0527,0.4214,21.16,-2.9755,8.1403,-3.6316,fault
-0.0862,-0.1389,-0.0144,-2.6398,9.3374,-3.5095,fault
-0.0622,0.3687,21.2749,-2.5787,11.133,-3.4027,fault
-0.0958,0.3783,-0.1532,-2.9297,11.7316,-3.7231,fault
-0.0239,-0.1197,21.1456,-2.3804,11.6119,-3.5858,fault
-0.0814,0.4022,21.2078,-2.7161,8.6191,-3.5553,fault
-0.0192,0.3687,21.1935,-2.7313,11.2527,-3.3112,fault
-0.0383,-0.0287,21.2318,-2.6703,8.4994,-3.2501,fault
2.5714,0.3352,21.4568,-3.006,12.2104,-3.6621,fault
-0.0096,0.3783,-0.0192,-2.3651,9.3374,-3.3569,fault
2.5905,0.3974,21.2078,-2.7161,13.1681,-3.54,fault
-0.0527,0.3735,21.2222,-2.6855,10.8936,-0.0153,fault
-0.0192,0.3065,21.2174,-3.0975,13.0484,-0.0153,fault
2.5283,0.4022,-0.0622,-3.1128,14.0061,-3.7079,fault
2.7725,0.431,21.1504,-2.8381,8.7388,-3.5553,fault
2.7964,0.4166,21.2414,-3.3875,13.6469,-3.7384,fault
-0.1484,0.3496,21.2509,-3.0212,14.3652,-3.7079,fault
-0.0096,0.3591,-0.067,-2.9297,10.7739,-3.3722,fault
-0.0479,0.3783,21.2892,-2.2888,9.098,-3.5095,fault
-0.0527,0.4022,21.2126,-3.0518,12.4498,-3.5553,fault
2.7629,0.3831,21.2318,-3.3264,12.6893,-3.7537,fault
-0.0862,0.3304,-0.0383,-2.7924,-15.3229,-3.6316,fault
2.7677,0.3879,21.2174,-3.1128,14.4849,-3.3417,fault
-0.0958,0.3735,21.2318,-3.3264,14.9638,-3.8452,fault
-0.067,0.4405,21.1791,-2.9755,10.7739,-3.7842,fault
2.7725,0.316,21.2605,-2.5024,10.7739,-3.6469,fault
-0.1101,0.4549,21.1791,-2.4109,8.8585,-3.6011,fault
-0.0862,0.3543,21.294,-2.7771,11.0133,-3.3417,fault
-0.091,0.3496,-0.0814,-3.006,-14.9638,-3.7079,fault
-0.1293,0.4214,-0.0335,-3.1738,-15.0835,-0.1373,fault
-0.1101,0.4501,-0.0048,-3.3875,-14.6046,-3.5858,fault
2.8252,0.407,21.1695,-2.8687,11.4922,-0.0305,fault
-0.0096,0.3783,-0.091,-3.1433,15.2032,-3.6926,fault
2.8299,0.3974,21.2461,-3.2501,14.0061,-3.6469,fault
-0.0048,0.3831,21.1887,-2.7618,15.0835,-3.8605,fault
2.7821,-0.0239,21.1743,-2.9297,13.1681,-3.7231,fault
-0.067,-0.0335,-0.0048,-2.7008,12.5696,-3.5706,fault
2.5953,0.407,-0.1532,-2.5177,9.4571,-3.5706,fault
-0.0958,-0.1389,21.2031,-2.9297,12.3301,-3.7689,fault
-0.0479,-0.1484,21.2509,-3.2806,13.6469,-3.5858,fault
-0.0575,0.3352,-0.0814,-2.9907,12.0907,-3.7384,fault
-0.1245,0.3065,-0.067,-2.8229,8.4994,-3.54,fault
-0.0431,0.431,21.1887,-2.4719,7.3023,-3.3417,fault
-0.067,0.4453,-0.091,-2.7618,14.2455,-3.6316,fault
2.7964,0.316,-0.1053,-2.7466,8.7388,-3.5095,fault
2.7629,-0.1389,-0.0192,-2.7313,8.9783,-3.4485,fault
-0.0096,-0.0383,-0.1389,-2.4872,9.8162,-3.5858,fault
-0.0192,0.34,21.2749,-3.2501,12.3301,-3.8452,fault
2.7821,0.3783,21.2653,-3.1891,-14.2455,-3.5095,fault
-0.0814,0.3831,21.2126,-3.0823,12.4498,-3.7689,fault
-0.0862,-0.0096,21.2892,-2.6855,10.5345,-3.4027,fault
2.7964,0.4453,21.2366,-3.006,11.7316,-3.891,fault
-0.091,0.3974,-0.0862,-2.7313,9.4571,-3.7689,fault
-0.067,0.4022,21.2078,-2.9755,12.3301,-3.7537,fault
-0.0192,-0.0814,21.2557,-3.1738,14.6046,-3.7689,fault
-0.0096,0.3496,-0.1245,-3.1891,13.8864,-3.54,fault
-0.1053,0.3735,21.2892,-2.4719,10.8936,-3.6926,fault
-0.0575,0.4501,21.1647,-2.7618,10.2951,-3.6621,fault
-0.0096,0.4453,21.2749,-2.9755,10.2951,-3.6774,fault
2.7821,0.4262,-0.1532,-3.2196,-15.0835,-3.54,fault
-0.0192,0.3879,-0.1389,-2.7161,12.4498,-3.54,fault
-0.0383,0.3974,21.2366,-2.7313,11.3725,-3.7384,fault
-0.0958,-0.1437,21.2461,-2.4414,10.4148,-3.8452,fault
2.8395,0.4118,21.1935,-2.594,12.9287,-3.7231,fault
-0.1197,0.4118,21.2557,-2.7008,8.9783,-3.479,fault
2.6001,0.4118,21.2031,-2.5787,10.1754,-3.3722,fault
2.7773,0.3879,-0.0766,-2.5482,9.098,-3.8452,fault
-0.0622,0.4357,21.2366,-2.655,12.3301,-3.8452,fault
2.7821,-0.1532,21.1647,-2.7161,9.6965,-3.7231,fault
2.5666,0.4118,21.2845,-3.1891,13.4075,-3.8452,fault
-0.0766,0.34,21.2557,-3.418,14.3652,-3.6011,fault
2.806,0.3879,21.2414,-3.1281,14.0061,-3.6774,fault
2.7581,-0.1341,-0.0096,-3.2196,11.971,-3.6621,fault
-0.0431,0.3879,-0.1101,-2.5482,12.3301,-3.4332,fault
-0.1341,0.3304,21.1743,-2.5177,12.9287,-3.6469,fault
2.7773,-0.0718,21.1839,-2.7313,8.26,-3.5248,fault
-0.0335,0.4214,-0.1484,-2.5635,11.2527,-0.0305,fault
-0.0192,0.34,-0.1484,-2.7618,-14.1258,-3.479,fault
-0.0718,0.3448,21.1983,-3.1891,14.6046,-3.7231,fault
-0.1389,-0.1532,21.2892,-2.8076,7.9009,-3.5553,fault
-0.1484,-0.1389,21.1935,-2.4567,12.6893,-3.4485,fault
-0.0814,0.4501,-0.0814,-2.6093,10.8936,-3.4943,fault
-0.091,0.431,21.1791,-3.1433,13.1681,-3.6469,fault
2.7916,-0.1149,21.2461,-2.7008,10.4148,-0.0916,fault
-0.1245,0.4549,21.1791,-3.0365,14.0061,-3.6774,fault
-0.0718,0.3831,21.294,-3.1281,14.6046,-3.7842,fault
-0.0383,-0.0862,20.9876,-2.9907,14.1258,-3.5858,fault
2.7869,0.3496,21.2222,-2.533,12.0907,-3.7231,fault
-0.0287,0.4262,21.2366,-2.7771,9.4571,-3.067,fault
2.7629,0.34,21.2126,-2.5635,10.2951,-3.7689,fault
-0.1197,-0.067,21.4568,-2.6093,10.2951,-3.8452,fault
-0.0287,0.3065,21.1887,-2.8534,11.3725,-3.6163,fault
-0.1293,0.3974,-0.0622,-2.7161,7.9009,-3.7079,fault
2.8108,0.3352,-0.0622,-2.5024,9.2177,-3.5858,fault
-0.1341,0.3591,21.1791,-3.067,12.4498,-3.7537,fault
-0.1532,0.4357,21.1791,-2.7008,9.6965,-3.3264,fault
2.8012,-0.1006,-0.0527,-3.3569,10.2951,-3.83,fault
2.8299,0.431,-0.0287,-3.2196,13.7667,-3.7994,fault
-0.1149,0.4357,21.2366,-2.7161,9.8162,-3.7994,fault
-0.1197,0.4501,21.1743,-2.4567,8.26,-3.4637,fault
-0.1341,-0.1293,21.1504,-2.121,10.5345,-3.3112,fault
2.7725,0.3543,-0.0622,-2.8687,9.8162,-3.7537,fault
-0.0335,0.4166,21.2605,-3.2043,12.809,-3.54,fault
2.8683,0.3831,21.2749,-3.1586,13.4075,-3.5095,fault
-0.1101,0.3783,21.2078,-3.0823,12.9287,-3.5095,fault
-0.0383,0.3448,21.2557,-3.006,14.4849,-0.0305,fault
-0.0527,-0.1389,-0.0527,-2.5635,10.4148,-3.6926,fault
-0.0239,-0.1389,21.2653,-2.4109,8.6191,-3.7537,fault
-0.0287,0.3543,21.2653,-3.1128,12.0907,-3.6774,fault
-0.1101,0.4262,21.294,-3.0823,14.6046,-3.9062,fault
-0.0527,0.4357,-0.1437,-3.1891,-13.8864,-0.0458,fault
-0.0239,-0.1389,-0.0814,-2.5635,9.4571,-3.5095,fault
-0.0239,0.3448,-0.1006,-3.2349,-12.809,-3.83,fault
-0.1197,0.431,-0.0383,-3.3722,9.4571,-3.7537,fault
-0.1053,0.4405,-0.0239,-2.6245,12.2104,-3.6011,fault
2.7773,-0.1484,21.1791,-3.0823,11.133,-3.6621,fault
2.7629,-0.0287,-0.0766,-2.8229,10.8936,-3.54,fault
-0.0383,-0.1293,-0.1341,-2.7161,9.8162,-3.6163,fault
2.8443,0.3065,-0.0192,-2.6093,8.1403,-3.6316,fault
-0.0575,0.3831,21.16,-3.1586,14.8441,-3.8147,fault
-0.0335,-0.0048,-0.1245,-2.8992,12.3301,-3.6774,fault
-0.0239,0.3974,21.2797,-2.9449,11.7316,-3.6011,fault
-0.1245,0.4405,21.1456,-2.533,11.133,-3.3722,fault
-0.1245,0.4166,21.2366,-2.3041,10.4148,-3.6316,fault
-0.1484,-0.1484,21.1504,-3.0975,11.2527,-3.5858,fault
2.806,0.3543,-0.1389,-3.5095,-14.9638,-3.6621,fault
-0.1101,0.3543,21.2078,-3.1128,10.0556,-3.7079,fault
-0.0718,0.3304,21.16,-2.8687,11.971,-3.5858,fault
-0.0096,0.3879,-0.1484,-2.3499,11.133,-3.6469,fault
-0.0718,0.4549,21.2078,-2.7771,10.5345,-3.4332,fault
-0.0814,0.3591,-0.1245,-3.6621,14.8441,-3.7384,fault
-0.0527,0.3496,-0.1532,-2.9449,9.9359,-3.7537,fault
2.7725,-0.1293,-0.0096,-2.6855,10.0556,-0.0153,fault
2.7725,0.3304,-0.1101,-2.2583,13.4075,-3.7231,fault
-0.1197,0.4501,21.1456,-2.7008,10.4148,-3.418,fault
2.5522,0.34,-0.0575,-2.4109,11.3725,-3.7079,fault
2.7677,0.3256,21.1504,-3.1586,13.2878,-3.5706,fault
-0.0622,0.4118,-0.0192,-3.1281,9.2177,-3.6011,fault
-0.091,0.3974,21.2174,-3.2043,14.8441,-3.5706,fault
-0.0575,0.3352,21.16,-3.006,14.6046,-3.6469,fault
2.7821,0.3639,21.227,-2.9755,12.3301,-3.6011,fault
-0.067,-0.0718,21.2797,-2.7466,9.3374,-3.5858,fault
2.7629,-0.1389,-0.0287,-3.1128,13.4075,-3.8757,fault
-0.0192,0.3783,-0.0287,-3.1586,13.6469,-3.1128,fault
-0.0862,0.3591,-0.0144,-2.655,7.3023,-3.6011,fault
-0.0383,0.3735,21.1695,-2.4567,10.7739,-3.7231,fault
-0.0527,0.4405,21.2318,-3.0212,11.2527,-3.479,fault
-0.0096,0.4022,21.1983,-3.0823,-15.3229,-3.5248,fault
-0.1053,0.3974,21.1935,-3.1433,14.1258,-3.6774,fault
-0.0958,-0.1389,21.2605,-3.1281,12.4498,-3.7079,fault
-0.0814,0.4166,21.2461,-3.0212,13.0484,-3.6316,fault
2.7629,-0.0958,21.2749,-2.7008,13.1681,-3.7384,fault
-0.0766,0.3496,21.2126,-2.2736,11.4922,-3.6774,fault
-0.0527,0.4166,21.2031,-2.5787,6.9432,-3.6163,fault
-0.1197,0.3543,21.2653,-3.2196,12.0907,-0.1526,fault
-0.1197,0.407,21.2318,-3.3112,-15.0835,-3.5706,fault
-0.0096,0.4022,21.1791,-2.9449,8.3797,-3.8147,fault
-0.0622,0.4214,21.1695,-2.7466,12.0907,-3.4943,fault
2.7964,0.3687,21.2174,-2.4719,10.4148,-3.5858,fault
-0.0718,0.4405,21.2366,-2.6245,10.8936,-3.6621,fault
-0.0335,0.4118,-0.0239,-3.3569,13.5272,-3.3417,fault
-0.0383,0.4405,21.16,-2.9602,11.0133,-3.5095,fault
-0.0192,0.3974,21.1791,-2.9144,12.9287,-3.7079,fault
-0.0575,-0.067,21.2318,-2.5177,10.6542,-3.5095,fault
-0.1389,-0.1484,-0.0575,-2.594,9.2177,-3.7537,fault
-0.0814,-0.0958,21.2797,-2.9755,13.8864,-3.5706,fault
-0.0287,0.4166,-0.0527,-3.2196,14.8441,-3.479,fault
2.7581,0.4166,21.2126,-3.4332,13.5272,-3.7842,fault
-0.0527,0.3208,21.2031,-2.8687,11.4922,-3.7231,fault
-0.1437,-0.1245,21.1983,-2.9755,12.6893,-3.418,fault
-0.0383,0.3065,-0.0479,-3.006,11.133,-3.3264,fault
-0.1101,0.34,21.1695,-2.4872,10.8936,-3.9062,fault
-0.1006,-0.0383,-0.1389,-2.3651,8.1403,-3.4943,fault
-0.0527,0.3687,21.2653,-2.7008,14.8441,-3.6469,fault
-0.0335,0.4357,21.16,-3.2043,10.4148,-3.4485,fault
2.8347,0.4501,21.2653,-2.9907,13.2878,-3.7689,fault
-0.091,0.316,21.2701,-3.3722,11.0133,-3.9062,fault
-0.0287,0.3926,-0.091,-2.7924,13.1681,-3.7384,fault
-0.067,0.3496,21.2174,-2.4109,10.5345,-3.7994,fault
2.7677,0.4214,21.1887,-2.5635,9.098,-3.2501,fault
-0.0048,-0.1532,21.2414,-2.6855,10.2951,-3.5858,fault
-0.0192,-0.1197,-0.1197,-3.3569,13.7667,-3.5706,fault
-0.1245,0.3543,21.2461,-2.9297,14.1258,-0.0153,fault
2.8204,0.3831,21.2509,-3.067,13.7667,-0.0153,fault
-0.1197,-0.1006,21.1887,-2.7618,6.8235,-3.7537,fault
2.7629,-0.1484,21.2845,-2.3193,9.3374,-3.4943,fault
-0.1293,0.3352,-0.091,-2.8381,9.4571,-3.6469,fault
-0.1197,-0.0958,21.2174,-2.9907,11.4922,-3.6926,fault
2.5666,0.3783,21.227,-3.0823,14.2455,-3.7994,fault
2.8108,-0.1484,-0.0766,-3.006,12.809,-3.7842,fault
2.7725,0.3783,21.1935,-3.1586,-13.8864,-3.7079,fault
-0.0287,0.3831,21.1935,-3.1586,11.2527,-3.7079,fault
