timestamp,accX,accY,accZ,gyroX,gyroY,gyroZ
2391,-0.1245,-0.0622,-0.0335,-5.9967,2.0351,-1.4954
2410,3.4046,-1.2067,19.7139,-6.1188,-9.3374,-0.4578
2429,-0.1341,-0.0527,20.9541,-0.6409,-3.4716,-1.5717
2448,-0.0718,-0.0718,-0.0096,-0.8850,103.3098,-1.2054
2467,4.0941,0.6225,-0.0718,-3.0823,-8.1403,-3.0975
2486,2.1931,2.8012,21.8591,-11.1542,-0.3591,-1.2665
2505,3.1556,-0.1341,22.1559,-1.8921,34.1174,-1.1597
2524,3.5195,-0.0862,19.0435,-6.0883,5.0278,-0.8545
2543,-0.1341,-0.0239,-0.0335,8.4229,-7.5417,0.0153
2562,-0.1053,-0.0814,21.4951,4.4861,63.4463,-1.2817
2581,4.7166,2.7964,-0.0096,-11.2762,-8.2600,-9.9487
2600,-0.1101,-0.0383,-0.0958,-0.5035,-16.0412,-0.9918
2619,3.9840,-1.0822,-0.1245,-1.1444,32.3217,-5.9204
2638,1.8483,-0.0718,-0.1341,-6.4850,-6.9432,-11.0931
2657,1.2977,-0.1101,-0.0862,-1.5259,97.5637,5.4779
2676,-0.1484,0.4549,19.3068,0.5341,36.1524,-0.6561
2696,1.6568,0.6847,-0.0718,0.1678,-7.5417,-2.5177
2715,-0.0718,0.6512,23.1136,0.3204,95.0498,-1.9226
2735,-0.0192,-0.0622,-0.0670,-0.3815,40.1029,-2.0752
2754,1.8866,-0.0239,22.1703,-0.6104,-58.7777,-6.9885
2773,-0.0048,-0.5842,22.2086,-7.4615,33.5188,0.5798
2792,4.3910,-0.0622,19.0578,-1.6327,-19.9916,-14.3890
2811,-0.3065,-1.7573,-0.0192,4.4250,-2.7533,-3.1281
2830,2.7773,-0.0096,21.4520,-0.5646,62.0098,-1.7395
2849,4.6639,-0.0622,19.6516,-6.4392,13.7667,-3.6469
2868,2.1644,1.3408,-0.1293,-6.9733,-29.5684,-1.0529
2887,-0.0096,-0.1341,-0.0287,-1.6327,-11.7316,-1.7395
2906,-0.1341,2.5043,20.3172,-1.9379,-51.7148,-14.0228
2925,1.0678,-0.2298,-0.0670,8.5907,-9.3374,1.9226
2944,-0.0287,-2.6384,19.1345,-1.5259,-9.2177,1.0834
2963,1.6089,0.4310,22.1559,-1.2207,-2.8730,-1.0834
2982,3.4141,0.3112,-0.0862,-6.8054,68.2347,-1.3123
3001,-0.1341,2.1979,18.7131,-1.2970,-22.8646,-14.5569
3020,0.6560,1.6759,-0.1245,-3.1586,-53.9893,-7.3700
3039,1.8579,-0.1197,21.5718,7.9498,-11.2527,-0.2594
3058,-0.1245,-0.1341,-0.1245,1.0071,-5.9855,-3.4943
3077,1.8866,-0.1149,-0.0096,-0.6256,11.7316,1.8158
3096,-0.1053,1.2498,19.7617,-11.4899,-2.5139,-0.0916
3115,2.4565,2.4804,-0.0096,-1.0834,-59.3762,-14.2822
3134,-0.1149,-0.1293,23.4057,-0.4425,-14.1258,-2.7466
3153,2.9066,-2.3798,-0.0239,5.2795,61.8901,0.1068
3173,1.9393,-0.1484,21.1887,-1.0376,-46.9264,-7.7057
3192,1.9441,-0.1293,-0.0766,9.2621,98.6411,-1.9226
3211,-0.0383,-0.0575,19.1488,-1.1902,44.6519,-0.2136
3230,-0.0239,1.2546,22.0937,-1.1597,-3.8307,-1.9531
3249,3.1987,-0.0192,22.1128,-7.2632,64.8829,-0.5798
3268,5.0039,-0.0622,18.8280,-15.1062,-1.7957,-14.4043
3287,-0.0287,1.3599,23.0945,-3.1738,-54.2287,-7.0190
3306,-0.0048,-2.3607,-0.1245,11.9324,-9.0980,-1.6174
3325,3.2082,-0.1149,0.0000,-0.1068,9.5768,-0.1831
3345,0.1389,-1.0965,-0.0144,4.8828,-15.8017,1.7395
3364,-0.0287,-0.0527,20.9588,-1.5717,73.6217,5.7526
3383,3.7397,-0.1389,-0.0144,-0.2594,-1.5562,-6.9427
3402,-0.1389,0.3687,23.0226,-2.8839,-16.4003,-2.9297
3421,-0.0862,-0.0479,19.6756,-0.6561,45.7293,-1.6785
3440,-0.1532,2.6001,-0.0910,-0.1221,-2.1548,-14.1449
3459,1.2737,-0.1053,-0.1245,5.3101,-14.3652,0.5341
3478,-0.0527,-0.0479,-0.1101,9.1248,-3.8307,0.7782
3497,1.6807,0.3783,-0.1053,-0.3815,-56.0243,-2.5635
3516,-0.1101,-0.1245,22.3714,-2.7008,-8.0206,1.5564
3535,4.6783,-0.0431,18.7610,-0.0916,-26.5756,-1.9073
3554,1.9106,1.9297,-0.0862,-1.4038,-8.3797,-9.8114
3573,-0.1053,-2.0734,-0.1053,-0.7782,67.7559,-0.7629
3592,3.0981,-1.6999,-0.0814,-1.2360,-7.6614,-3.5706
3611,-0.0335,-0.0862,23.3243,5.2032,-5.2672,0.6866
3630,3.8068,1.0104,-0.1149,-6.1493,-11.9710,-1.1902
3649,-0.0622,-0.1053,20.2310,-17.8986,-61.1719,-14.2670
3668,1.9537,1.0151,-0.0383,0.6714,-11.9710,-0.5493
3687,-0.1101,-0.0622,19.6468,-0.1984,-10.4148,0.9003
3706,-0.0192,0.0718,-0.0670,-1.8311,-52.3133,-3.2196
3725,2.5235,0.0192,-0.0479,0.6409,99.4791,-1.0834
3745,-0.0144,-0.0096,-0.0048,4.0894,31.0049,-3.3264
3764,-0.0862,-0.1389,22.0889,-9.9335,-11.7316,-6.4392
3783,-0.1245,0.6512,-0.0383,-6.7139,-5.6264,-1.8768
3802,4.9416,1.2881,-0.0622,-1.7242,-24.5406,-1.8463
3821,-0.0575,-0.7757,23.0466,1.0376,-30.5261,-0.2441
3840,-0.1484,-0.1101,-0.0096,-1.7548,67.0377,5.3101
3859,3.5195,-0.0383,19.6803,-1.6937,4.6687,-2.9144
3878,-0.0527,1.5419,22.5199,-1.6174,4.5490,-0.6409
3897,-0.0958,-0.0479,-0.1245,-0.5341,-4.9081,-5.8746
3916,-0.0383,-0.0910,20.8966,-0.9308,-56.9820,-11.5967
3935,-0.0239,-0.0335,23.3722,9.2010,103.9083,1.7853
3955,3.1412,-2.3032,-0.0192,-1.8311,43.3350,-1.9226
3974,-0.0335,-0.2490,-0.0575,0.8545,-46.0884,-3.4332
3993,-0.0096,-0.0239,22.7784,-1.7090,99.8382,-0.2747
4012,-0.0383,0.9912,-0.0575,-10.3455,-11.6119,-0.2747
4031,-0.1389,-0.0910,-0.0575,-14.7400,-1.4365,-10.1318
4050,-0.0622,-1.1349,-0.1293,-3.8452,42.2577,-0.9918
4069,4.3096,-0.2059,-0.1484,-0.7477,-14.2455,-10.2997
4088,-0.1197,-0.0431,23.1328,-0.6409,-0.8380,0.2441
4107,2.5857,-0.1053,-0.0527,-1.4343,62.0098,4.9133
4126,-0.1389,2.1644,19.4026,-11.2000,4.5490,-0.1831
4145,-0.0718,-0.1006,23.0322,-5.8746,5.6264,-1.8463
4164,-0.0144,-0.1053,19.6947,-1.0681,-6.4643,-6.2714
4183,-0.1053,-0.0622,-0.1101,-0.3662,-48.9614,-11.2152
4202,1.2450,-0.0096,23.3195,12.0239,103.4295,5.8289
4222,-0.0527,-2.0877,-0.0144,4.0894,-3.4716,-2.5787
4241,1.3072,0.7135,22.1416,-0.9460,-25.2588,-1.9073
4260,-0.1293,0.7278,22.5151,-2.8076,-14.2455,0.3662
4279,4.9273,-0.0192,18.7993,-15.4724,-15.5623,-1.0834
4298,-0.0096,-0.0718,22.7736,-3.2806,-61.0521,-0.5188
4317,-0.1389,-0.0814,22.0745,-1.9379,-14.2455,4.5319
4336,-0.1389,-1.3982,0.0000,-0.5035,-6.2249,-3.0060
4355,0.7374,-0.2969,-0.1197,-1.2665,-4.6687,0.3967
4374,4.1037,-0.1293,-0.1341,-1.1139,-4.0701,-0.1984
4393,-0.0670,-0.0670,20.2645,-15.3961,-48.3629,-14.4653
4412,1.6281,-0.1484,-0.0192,0.6561,31.2443,-3.3112
4431,2.7869,-0.1101,19.3547,5.4321,-6.8235,-0.3967
4450,-0.0383,0.3974,21.8255,1.1292,-25.8574,-2.7618
4469,2.5857,-0.1197,22.4576,-1.6479,-12.0907,5.7526
4488,4.9033,-0.1293,18.5311,-15.2130,-4.1899,-11.3831
4507,1.9297,-0.0958,-0.0958,-11.0626,-12.9287,-11.7187
4526,2.5570,-0.0622,21.8160,1.9379,-6.3446,0.4120
4546,-0.0383,-0.5363,-0.0096,-0.3204,-4.1899,-0.3662
4565,-0.0287,-0.0096,23.6020,-0.6104,-53.0316,-7.1716
4584,1.9297,-0.0431,-0.0239,12.6495,-7.6614,8.7585
4603,-0.1484,0.3735,-0.0718,-1.2054,9.8162,-1.0071
4622,1.9297,-0.0096,23.0705,-2.1515,-3.1125,-0.3510
4641,4.3958,-0.0670,19.6756,-1.0376,39.6240,-1.9531
4660,-0.1437,-0.1484,20.9445,-0.7477,-14.4849,-13.7787
4679,1.2402,-0.9146,23.4009,-0.5798,-5.5067,0.8087
4698,-0.1053,-2.0877,-0.1053,8.3771,-8.2600,0.7629
4717,-0.0144,-0.0718,21.8686,-1.2054,-57.9397,-3.6163
4736,-0.0910,-0.1437,22.0889,-0.1526,-12.4498,-0.0458
4755,-0.0670,-0.1293,-0.0096,-14.3127,-17.7171,-11.1847
4774,1.6712,0.9529,23.1136,-0.9613,-80.6846,-11.4136
4793,-0.0192,-1.7765,21.9069,-1.0376,-6.3446,-1.7090
4812,2.7916,-1.1588,19.7522,4.5013,14.9638,-0.2289
4832,-0.0862,-1.1971,-0.0383,-1.9226,-1.6759,-3.8605
4851,2.5666,-1.1109,-0.1389,-1.8463,-3.1125,-0.0458
4870,-0.1197,1.8435,-0.0479,-0.6409,2.1548,-7.1259
4889,2.1931,-0.0096,-0.0096,-0.3052,-12.5696,-2.8229
4908,-0.0144,-0.0575,-0.0622,-0.3662,35.7933,-6.3782
4927,-0.0910,1.3647,20.6763,-0.6561,-58.4185,-13.9008
4946,-0.0383,-2.0303,-0.0431,-1.7548,96.2469,3.9062
4965,3.2034,-0.0670,-0.1053,-1.2360,-3.2322,-1.1292
4984,-0.0862,2.5283,-0.1149,0.0000,-4.0701,-0.9766
5004,2.8826,-0.1484,23.0466,-1.0681,93.3739,3.9215
5024,-0.1245,0.1149,-0.1484,0.9003,31.6035,-2.2583
5043,-0.0958,-0.0287,-0.0192,-11.1237,-5.3870,-0.9003
5062,-0.0766,-0.9146,-0.0383,-1.9226,-13.8864,-1.0223
5081,-0.0670,-0.1197,19.4170,-1.2360,-12.2104,-10.0708
5100,-0.0048,-1.3982,-0.1341,-1.1597,-5.1475,-0.0763
5119,3.1699,-0.0575,21.2174,4.2877,76.1356,5.8136
5139,-0.1293,-0.1197,19.7139,-0.0916,7.3023,-0.4272
5158,-0.0527,-0.1389,-0.1484,-2.6550,-8.2600,-2.5330
5177,-0.0144,-0.1437,-0.0287,-10.9253,38.0678,-0.3967
5196,3.1125,0.9768,-0.1149,-14.2059,-1.4365,-13.7787
5215,0.9194,-0.0527,-0.1053,-0.7782,-8.4994,-0.6866
5234,2.8778,-0.0479,-0.0575,-0.3815,41.5394,0.8087
5253,1.8962,2.1739,21.8016,-0.4883,-9.2177,-3.3569
5272,-0.1293,-0.1197,-0.0096,-0.9766,73.9808,0.7172
5291,5.0374,1.0151,-0.0479,-0.8392,-3.4716,-14.0381
5310,0.9720,2.2793,-0.1484,-0.5035,-52.6724,-1.2970
5329,-0.0048,-1.4222,21.7824,-0.3815,44.4124,-0.9308
5348,3.3758,-1.1061,-0.0814,0.3967,14.7243,-3.2806
5367,-0.0958,-0.0766,23.3435,8.2397,-9.8162,-1.1444
5386,-0.1149,-0.1532,-0.1532,-0.0153,-5.9855,1.3580
5405,4.0797,-0.0670,20.3076,-1.0376,-50.6374,-0.2747
5424,1.8675,2.2505,-0.0862,-0.9918,-12.3301,-1.6785
5443,-0.0958,-0.6129,-0.0192,-1.1902,-8.0206,-3.8910
5462,1.5754,0.0766,21.5909,0.4578,-3.8307,-0.2441
5482,-0.0144,-0.1532,23.6787,-0.9918,93.2542,-1.3733
5501,-0.0335,-2.6863,19.6229,5.8136,43.4548,1.1292
5521,-0.0575,0.0383,-0.1484,-0.9155,-20.2310,-3.0212
5540,2.7677,-0.1053,23.3099,5.4016,91.9373,5.4932
5560,3.6871,-0.0431,-0.1006,-1.5717,33.9977,-0.0458
5579,2.1739,1.6759,21.8495,-10.1929,-49.7994,-6.1798
5598,3.1556,-0.0479,22.0745,-0.0305,45.2504,-1.0376
5617,4.0270,-0.1293,-0.0575,-1.7242,-23.9420,-1.5106
5636,-0.1389,-0.5363,23.0897,5.0354,-25.1391,-1.8616
5655,-0.0766,-0.0383,-0.0814,-1.8463,68.5939,8.0261
5674,4.3431,-0.1580,19.6564,-1.1139,5.1475,-0.7629
5693,2.2649,0.1389,-0.0431,-0.0763,3.4716,-1.4191
5712,-0.0718,1.6185,20.0012,-11.3525,-14.0061,-0.9613
5731,-0.0958,-0.0910,20.3028,-13.9923,-4.5490,-1.4343
5750,0.9433,-0.1484,23.6068,-1.0986,64.1646,-0.7935
5769,-0.0862,-2.6240,-0.0096,-1.9531,44.4124,0.9918
5788,1.6041,-0.1245,21.8351,-1.2512,-3.2322,-2.1667
5807,2.2314,-0.0335,-0.0622,-0.4730,76.2553,-0.2899
5826,5.0278,1.9058,-0.1389,-0.9155,-24.1814,-0.5951
5845,-0.0958,1.9393,22.6875,-0.1221,-59.9748,-10.6659
5864,2.5809,-0.1389,-0.0910,4.3488,35.0751,-1.4954
5883,3.3806,-1.2019,-0.0814,0.6256,-3.4716,-1.8005
5902,-0.0910,-0.8045,-0.1197,-0.6409,7.7812,0.3510
5921,-0.1149,-0.1532,-0.1341,-1.8463,-7.6614,-1.4191
5940,-0.0479,2.8012,-0.1245,-1.2360,-5.3870,-14.5111
5959,-0.1437,1.2833,-0.0527,-1.8616,-9.5768,-0.5951
5978,-0.1341,-1.7526,-0.0958,1.6479,44.1730,-1.7395
5997,1.3695,-0.1915,-0.1437,-0.6256,-2.5139,-3.5706
6016,1.9154,-0.0287,22.7689,-0.4730,94.8104,-1.5564
6035,-0.1149,1.3312,-0.0383,-1.1444,-1.9154,-10.4065
6054,-0.0479,2.4804,22.4337,-0.4120,-77.4524,-11.2762
6073,-0.1101,-1.4605,21.8830,-1.8005,45.6095,1.8616
6092,-0.0479,-0.0096,19.6468,-0.5035,-12.9287,-0.8850
6111,-0.2203,-1.0870,23.3770,4.6844,-25.2588,1.6022
6130,-0.1293,0.1101,-0.1101,1.3580,68.3545,-0.7019
6149,-0.0335,2.4756,-0.0814,-14.1602,-3.2322,-0.0458
6168,2.2601,1.6712,-0.0144,-5.9357,-6.2249,-1.6632
6187,4.0127,-0.0287,-0.1053,-3.3875,-6.3446,-0.5951
6206,1.9297,-0.1389,-0.1484,0.6104,-5.0278,-0.9155
6225,-0.0335,-1.1827,-0.0670,8.8196,102.5915,-1.8463
6244,3.5099,-0.4741,-0.1341,-2.0752,34.9553,-1.2360
6263,1.3455,-0.1101,-0.0575,-10.1929,-80.6846,-0.4425
6282,3.3950,0.6752,22.0985,-7.0953,-0.9577,-0.6104
6301,-0.0730,-0.1197,-0.1101,-1.5411,-26.2165,-1.5106
6320,1.2977,-0.0766,-0.0862,-3.5095,-53.2710,-0.6409
6339,1.5850,-2.3367,-0.1293,-0.8392,64.4040,-1.9379
6358,3.1891,-0.2107,-0.0766,-0.5188,-5.0278,-2.7161
6377,-0.0383,-0.1437,-0.0862,-1.8311,-12.5696,-0.6866
6396,-0.0862,2.1596,-0.1484,-0.2441,-0.9577,-0.7782
6415,-0.0479,-0.0048,-0.1293,-0.3815,-50.0388,-15.1672
6434,1.3264,-0.6081,23.7313,4.3182,42.2577,-0.8698
6454,3.8211,-1.4700,19.4409,-1.6327,44.0533,-1.0681
6473,-0.1006,-0.1389,21.8830,1.2512,-2.6336,-1.2970
6492,1.8675,-1.1061,-0.0527,-0.2899,94.6907,-0.6409
6511,-0.1389,-0.0192,-0.1006,-0.3510,1.3168,-6.8054
6530,-0.1389,-0.1006,-0.1101,-0.9613,-6.9432,-1.6327
6549,2.9066,-1.4365,22.1128,-2.3346,34.3568,0.6866
6569,-0.0958,-0.0527,-0.0670,-1.0223,-16.8791,-0.5035
6588,0.3400,-0.0814,-0.1484,-1.2054,-4.1899,-3.5858
6607,-0.1053,-0.1197,-0.1053,-1.8311,68.9530,-1.6327
6626,3.6966,0.3160,19.4409,-2.6550,-2.9928,-0.8698
6645,-0.1532,0.1484,23.3195,1.5869,-13.1681,-1.0071
6664,-0.0766,1.6712,19.6803,-0.5798,33.6385,-3.0670
6683,3.7781,2.2601,-0.1149,-0.2594,-14.8441,-13.8092
6702,1.0056,-0.0096,-0.1101,-0.9003,71.2275,-0.0916
6721,2.8539,-0.0048,19.4553,-0.9308,-1.1971,-1.8921
6740,1.6759,-0.0958,-0.0096,-0.3357,-24.3011,-2.4414
6759,-0.0862,-0.0239,22.4241,-3.0823,69.0727,0.9308
6778,-0.0527,-0.1389,-0.0670,-1.9073,-29.0896,-1.0529
6797,-0.0096,0.9433,23.0418,-1.5564,-50.3979,-0.4272
6816,-0.1149,-2.0399,21.9022,8.8348,67.8756,4.4861
6836,4.1276,-0.8188,19.3404,-6.6986,-1.7957,-9.9640
6855,-0.0958,-1.7526,23.3147,8.6823,3.2322,0.1221
6875,1.6472,-2.1356,21.8926,-0.8240,-11.2527,5.4474
6894,3.3710,-0.0575,19.9820,-1.5717,12.6893,-2.9755
6913,-0.0862,0.9673,22.7353,-0.5188,-8.8585,1.2360
6932,-0.0144,2.1883,-0.0287,-10.5743,-3.1125,-0.1373
6951,-0.1006,2.5618,-0.0383,-18.7683,-11.9710,-1.8463
6970,-0.0718,-1.1444,23.7074,5.2490,-6.5841,-1.2207
6989,2.7916,-0.1245,19.6947,-0.7324,34.3568,-0.7019
7008,-0.1437,-0.1101,21.5909,-1.0986,-29.8078,-2.0599
7027,2.2266,-0.0862,22.8263,4.9896,-3.4716,5.4169
7047,3.8020,0.6656,19.1249,-2.0142,-6.7038,-1.6479
7066,1.9201,-0.1532,-0.1197,-1.3275,-6.4643,-10.6506
7085,3.0933,-0.0096,22.0745,-2.0599,-4.4293,-0.2289
7104,-0.0766,-0.3017,19.1201,-1.6632,-1.7957,-0.8240
7123,-0.0575,-1.1588,-0.0958,-0.7477,-19.0339,-3.7384
7142,-0.0910,-0.0910,-0.0670,12.0697,-11.7316,-1.5259
7161,4.1132,1.3216,19.9198,-0.6866,8.4994,-1.7548
7181,1.6041,0.3160,-0.0910,-1.2512,11.4922,1.4801
7201,2.8683,0.3160,-0.1293,-1.0223,73.0232,4.9896
7221,3.8211,0.6704,-0.1149,-0.9308,-10.1754,-2.6703
7240,-0.0479,1.9106,22.6970,-0.3357,3.1125,-2.9144
